Competition Title,Competition Date,FIRST,LAST,Nation,StartNr,Rank,Qualification,Qualification 1,Qualification 2,Semifinal,Final,Points,Category
IFSC Climbing Worldcup (L) - Kranj (SLO) 2018 ,29  - 30 September 2018,Thomas,JOANNES,FRA,82.0,19,,"36+3.,36+3.,36+3.,36+3.,36+3.,36+3.,36+3.,36+3.","35 6.,35 6.,35 6.,35 6.,35 6.,35 6.,35 6.,35 6.",14,,4.58,lead
IFSC Climbing Worldcup (L) - Kranj (SLO) 2018 ,29  - 30 September 2018,Romain,DESGRANGES,FRA,81.0,20,,"31+12.,31+12.,31+12.,31+12.,31+12.,31+12.,31+12.,31+12.","35.5+3.,35.5+3.,35.5+3.,35.5+3.,35.5+3.,35.5+3.,35.5+3.,35.5+3.",14,,7.37,lead
IFSC Climbing Worldcup (L) - Kranj (SLO) 2018 ,29  - 30 September 2018,Max,RUDIGIER,AUT,61.0,21,,"36+3.,36+3.,36+3.,36+3.,36+3.,36+3.,36+3.,36+3.","30+25.,30+25.,30+25.,30+25.,30+25.,30+25.,30+25.,30+25.",14,,9.45,lead
IFSC Climbing Worldcup (L) - Kranj (SLO) 2018 ,29  - 30 September 2018,Taito,NAKAGAMI,JPN,104.0,22,,"30+20.,30+20.,30+20.,30+20.,30+20.,30+20.,30+20.,30+20.","31+23.,31+23.,31+23.,31+23.,31+23.,31+23.,31+23.,31+23.",14,,23.25,lead
IFSC Climbing Worldcup (L) - Kranj (SLO) 2018 ,29  - 30 September 2018,Hidemasa,NISHIDA,JPN,106.0,23,,"31+12.,31+12.,31+12.,31+12.,31+12.,31+12.,31+12.,31+12.","36+2.,36+2.,36+2.,36+2.,36+2.,36+2.,36+2.,36+2.",13+,,5.57,lead
IFSC Climbing Worldcup (L) - Kranj (SLO) 2018 ,29  - 30 September 2018,Hanwool,KIM,KOR,108.0,24,,"25+42.,25+42.,25+42.,25+42.,25+42.,25+42.,25+42.,25+42.","34 14.,34 14.,34 14.,34 14.,34 14.,34 14.,34 14.,34 14.",8,,24.68,lead
IFSC Climbing Worldcup (L) - Kranj (SLO) 2018 ,29  - 30 September 2018,Sascha,LEHMANN,SUI,121.0,25,,"32+8.,32+8.,32+8.,32+8.,32+8.,32+8.,32+8.,32+8.","34.5+7.,34.5+7.,34.5+7.,34.5+7.,34.5+7.,34.5+7.,34.5+7.,34.5+7.",7+,,9.75,lead
IFSC Climbing Worldcup (L) - Kranj (SLO) 2018 ,29  - 30 September 2018,Sebastian,HALENKE,GER,89.0,26,,"35+5.,35+5.,35+5.,35+5.,35+5.,35+5.,35+5.,35+5.","32+16.,32+16.,32+16.,32+16.,32+16.,32+16.,32+16.,32+16.",7+,,10.25,lead
IFSC Climbing Worldcup (L) - Kranj (SLO) 2018 ,29  - 30 September 2018,Hannes,PUMAN,SWE,124.0,27,,"30+20.,30+20.,30+20.,30+20.,30+20.,30+20.,30+20.,30+20.","27+32.,27+32.,27+32.,27+32.,27+32.,27+32.,27+32.,27+32.",,,27.64,lead
IFSC Climbing Worldcup (L) - Kranj (SLO) 2018 ,29  - 30 September 2018,Georg,PARMA,AUT,59.0,28,,"30+20.,30+20.,30+20.,30+20.,30+20.,30+20.,30+20.,30+20.","25 34.,25 34.,25 34.,25 34.,25 34.,25 34.,25 34.,25 34.",,,28.27,lead
IFSC Climbing Worldcup (L) - Kranj (SLO) 2018 ,29  - 30 September 2018,Hamish,MCARTHUR,GBR,85.0,29,,"28+28.,28+28.,28+28.,28+28.,28+28.,28+28.,28+28.,28+28.","30 27.,30 27.,30 27.,30 27.,30 27.,30 27.,30 27.,30 27.",,,29.66,lead
IFSC Climbing Worldcup (L) - Kranj (SLO) 2018 ,29  - 30 September 2018,Mathias,POSCH,AUT,60.0,30,,"28+28.,28+28.,28+28.,28+28.,28+28.,28+28.,28+28.,28+28.","29+29.,29+29.,29+29.,29+29.,29+29.,29+29.,29+29.,29+29.",,,30.72,lead
IFSC Climbing Worldcup (L) - Kranj (SLO) 2018 ,29  - 30 September 2018,Andoni,ESPARTA FRADE,ESP,79.0,31,,"28+28.,28+28.,28+28.,28+28.,28+28.,28+28.,28+28.,28+28.","28 31.,28 31.,28 31.,28 31.,28 31.,28 31.,28 31.,28 31.",,,31.5,lead
IFSC Climbing Worldcup (L) - Kranj (SLO) 2018 ,29  - 30 September 2018,Matthias,SCHIESTL,AUT,63.0,32,,"26+38.,26+38.,26+38.,26+38.,26+38.,26+38.,26+38.,26+38.","30+25.,30+25.,30+25.,30+25.,30+25.,30+25.,30+25.,30+25.",,,31.74,lead
IFSC Climbing Worldcup (L) - Kranj (SLO) 2018 ,29  - 30 September 2018,Martin,BERGANT,SLO,115.0,33,,"28+28.,28+28.,28+28.,28+28.,28+28.,28+28.,28+28.,28+28.","27+32.,27+32.,27+32.,27+32.,27+32.,27+32.,27+32.,27+32.",,,32.25,lead
IFSC Climbing Worldcup (L) - Kranj (SLO) 2018 ,29  - 30 September 2018,Sébastien,BERTHE,BEL,66.0,34,,"30+20.,30+20.,30+20.,30+20.,30+20.,30+20.,30+20.,30+20.","22 43.,22 43.,22 43.,22 43.,22 43.,22 43.,22 43.,22 43.",,,32.34,lead
IFSC Climbing Worldcup (L) - Kranj (SLO) 2018 ,29  - 30 September 2018,Klemen,NOVAK,SLO,116.0,35,,"26+38.,26+38.,26+38.,26+38.,26+38.,26+38.,26+38.,26+38.","29+29.,29+29.,29+29.,29+29.,29+29.,29+29.,29+29.,29+29.",,,34.14,lead
IFSC Climbing Worldcup (L) - Kranj (SLO) 2018 ,29  - 30 September 2018,Mark,BRAND,NED,110.0,36,,"28+28.,28+28.,28+28.,28+28.,28+28.,28+28.,28+28.,28+28.","23 39.,23 39.,23 39.,23 39.,23 39.,23 39.,23 39.,23 39.",,,35.33,lead
IFSC Climbing Worldcup (L) - Kranj (SLO) 2018 ,29  - 30 September 2018,Lars,HOFFMANN,GER,90.0,37,,"30+20.,30+20.,30+20.,30+20.,30+20.,30+20.,30+20.,30+20.","17 56.,17 56.,17 56.,17 56.,17 56.,17 56.,17 56.,17 56.",,,36.44,lead
IFSC Climbing Worldcup (L) - Kranj (SLO) 2018 ,29  - 30 September 2018,Milan,PRESKAR,SLO,118.0,37,,"30+20.,30+20.,30+20.,30+20.,30+20.,30+20.,30+20.,30+20.","17 56.,17 56.,17 56.,17 56.,17 56.,17 56.,17 56.,17 56.",,,36.44,lead
IFSC Climbing Worldcup (L) - Kranj (SLO) 2018 ,29  - 30 September 2018,Louis,GUNDOLF,AUT,58.0,39,,"26+38.,26+38.,26+38.,26+38.,26+38.,26+38.,26+38.,26+38.","23+38.,23+38.,23+38.,23+38.,23+38.,23+38.,23+38.,23+38.",,,38.74,lead
IFSC Climbing Worldcup (L) - Kranj (SLO) 2018 ,29  - 30 September 2018,Max,KLEESATTEL,GER,92.0,40,,"25+42.,25+42.,25+42.,25+42.,25+42.,25+42.,25+42.,25+42.","24+35.,24+35.,24+35.,24+35.,24+35.,24+35.,24+35.,24+35.",,,39.3,lead
IFSC Climbing Worldcup (L) - Kranj (SLO) 2018 ,29  - 30 September 2018,Aleksei,SHCHERVIANIN,RUS,114.0,41,,"22+46.,22+46.,22+46.,22+46.,22+46.,22+46.,22+46.,22+46.","24+35.,24+35.,24+35.,24+35.,24+35.,24+35.,24+35.,24+35.",,,40.41,lead
IFSC Climbing Worldcup (L) - Kranj (SLO) 2018 ,29  - 30 September 2018,Ziga,ZAJC,SLO,120.0,42,,"27 37.,27 37.,27 37.,27 37.,27 37.,27 37.,27 37.,27 37.","22 43.,22 43.,22 43.,22 43.,22 43.,22 43.,22 43.,22 43.",,,40.58,lead
IFSC Climbing Worldcup (L) - Kranj (SLO) 2018 ,29  - 30 September 2018,Luka,POTOCAR,SLO,117.0,43,,"28+28.,28+28.,28+28.,28+28.,28+28.,28+28.,28+28.,28+28.","18 54.,18 54.,18 54.,18 54.,18 54.,18 54.,18 54.,18 54.",,,41.76,lead
IFSC Climbing Worldcup (L) - Kranj (SLO) 2018 ,29  - 30 September 2018,Ruben,FIRNENBURG,GER,88.0,44,,"25+42.,25+42.,25+42.,25+42.,25+42.,25+42.,25+42.,25+42.","22 43.,22 43.,22 43.,22 43.,22 43.,22 43.,22 43.,22 43.",,,44.0,lead
IFSC Climbing Worldcup (L) - Kranj (SLO) 2018 ,29  - 30 September 2018,Vojtech,TROJAN,CZE,77.0,45,,"21+47.,21+47.,21+47.,21+47.,21+47.,21+47.,21+47.,21+47.","22+40.,22+40.,22+40.,22+40.,22+40.,22+40.,22+40.,22+40.",,,44.82,lead
IFSC Climbing Worldcup (L) - Kranj (SLO) 2018 ,29  - 30 September 2018,Kieran,FORREST,GBR,84.0,46,,"25+42.,25+42.,25+42.,25+42.,25+42.,25+42.,25+42.,25+42.","20+47.,20+47.,20+47.,20+47.,20+47.,20+47.,20+47.,20+47.",,,46.17,lead
IFSC Climbing Worldcup (L) - Kranj (SLO) 2018 ,29  - 30 September 2018,Sven,LEMPEREUR,BEL,67.0,47,,"13 58.,13 58.,13 58.,13 58.,13 58.,13 58.,13 58.,13 58.","24 37.,24 37.,24 37.,24 37.,24 37.,24 37.,24 37.,24 37.",,,46.32,lead
IFSC Climbing Worldcup (L) - Kranj (SLO) 2018 ,29  - 30 September 2018,Ronny,ESCOBAR,CHI,71.0,48,,"17 54.,17 54.,17 54.,17 54.,17 54.,17 54.,17 54.,17 54.","22+40.,22+40.,22+40.,22+40.,22+40.,22+40.,22+40.,22+40.",,,47.27,lead
IFSC Climbing Worldcup (L) - Kranj (SLO) 2018 ,29  - 30 September 2018,Eneko,CARRETERO CRUZ,ESP,78.0,49,,"21 52.,21 52.,21 52.,21 52.,21 52.,21 52.,21 52.,21 52.","22 43.,22 43.,22 43.,22 43.,22 43.,22 43.,22 43.,22 43.",,,48.1,lead
IFSC Climbing Worldcup (L) - Kranj (SLO) 2018 ,29  - 30 September 2018,Stefan,SCHERZ,AUT,62.0,50,,"26+38.,26+38.,26+38.,26+38.,26+38.,26+38.,26+38.,26+38.","14+60.,14+60.,14+60.,14+60.,14+60.,14+60.,14+60.,14+60.",,,48.68,lead
IFSC Climbing Worldcup (L) - Kranj (SLO) 2018 ,29  - 30 September 2018,Benjamin,AYALA,CHI,70.0,51,,"21+47.,21+47.,21+47.,21+47.,21+47.,21+47.,21+47.,21+47.","20+47.,20+47.,20+47.,20+47.,20+47.,20+47.,20+47.,20+47.",,,49.0,lead
IFSC Climbing Worldcup (L) - Kranj (SLO) 2018 ,29  - 30 September 2018,Rafael,CORONADO,LUX,109.0,52,,"11+60.,11+60.,11+60.,11+60.,11+60.,11+60.,11+60.,11+60.","22+40.,22+40.,22+40.,22+40.,22+40.,22+40.,22+40.,22+40.",,,49.6,lead
IFSC Climbing Worldcup (L) - Kranj (SLO) 2018 ,29  - 30 September 2018,Vadim,MALSHCHUKOV,RUS,113.0,53,,"21+47.,21+47.,21+47.,21+47.,21+47.,21+47.,21+47.,21+47.","19+52.,19+52.,19+52.,19+52.,19+52.,19+52.,19+52.,19+52.",,,50.72,lead
IFSC Climbing Worldcup (L) - Kranj (SLO) 2018 ,29  - 30 September 2018,Ymer,ALBER,SWE,123.0,54,,"21+47.,21+47.,21+47.,21+47.,21+47.,21+47.,21+47.,21+47.","18 54.,18 54.,18 54.,18 54.,18 54.,18 54.,18 54.,18 54.",,,51.68,lead
IFSC Climbing Worldcup (L) - Kranj (SLO) 2018 ,29  - 30 September 2018,Tomas,BINTER,CZE,73.0,55,,"15 56.,15 56.,15 56.,15 56.,15 56.,15 56.,15 56.,15 56.","20+47.,20+47.,20+47.,20+47.,20+47.,20+47.,20+47.,20+47.",,,52.62,lead
IFSC Climbing Worldcup (L) - Kranj (SLO) 2018 ,29  - 30 September 2018,Guillem,MONSECH GASCA,ESP,80.0,56,,"19+53.,19+53.,19+53.,19+53.,19+53.,19+53.,19+53.,19+53.","19+52.,19+52.,19+52.,19+52.,19+52.,19+52.,19+52.,19+52.",,,52.75,lead
IFSC Climbing Worldcup (L) - Kranj (SLO) 2018 ,29  - 30 September 2018,Josh,LEVIN,USA,126.0,57,,"21+47.,21+47.,21+47.,21+47.,21+47.,21+47.,21+47.,21+47.","16 58.,16 58.,16 58.,16 58.,16 58.,16 58.,16 58.,16 58.",,,53.54,lead
IFSC Climbing Worldcup (L) - Kranj (SLO) 2018 ,29  - 30 September 2018,Šimon,POTŮČEK,CZE,75.0,58,,"12+59.,12+59.,12+59.,12+59.,12+59.,12+59.,12+59.,12+59.","20+47.,20+47.,20+47.,20+47.,20+47.,20+47.,20+47.,20+47.",,,53.77,lead
IFSC Climbing Worldcup (L) - Kranj (SLO) 2018 ,29  - 30 September 2018,Benjamin,VARGAS,CHI,72.0,59,,"5+61.,5+61.,5+61.,5+61.,5+61.,5+61.,5+61.,5+61.","20+47.,20+47.,20+47.,20+47.,20+47.,20+47.,20+47.,20+47.",,,54.67,lead
IFSC Climbing Worldcup (L) - Kranj (SLO) 2018 ,29  - 30 September 2018,Štěpán,POTŮČEK,CZE,76.0,60,,"15 56.,15 56.,15 56.,15 56.,15 56.,15 56.,15 56.,15 56.","16 58.,16 58.,16 58.,16 58.,16 58.,16 58.,16 58.,16 58.",,,57.49,lead
IFSC Climbing Worldcup (L) - Kranj (SLO) 2018 ,29  - 30 September 2018,Martin,TEKLES,GER,93.0,61,,"17 54.,17 54.,17 54.,17 54.,17 54.,17 54.,17 54.,17 54.",,,,57.66,lead
IFSC Climbing World Championships - Innsbruck (AUT) 2018,6  - 16 September 2018,Jessica,PILZ,AUT,,1,,"1. [1.22],1. [1.22],1. [1.22],1. [1.22],1. [1.22],1. [1.22],1. [1.22],1. [1.22]",,Top,Top,,lead
IFSC Climbing World Championships - Innsbruck (AUT) 2018,6  - 16 September 2018,Janja,GARNBRET,SLO,,2,,,"1. [1.41],1. [1.41],1. [1.41],1. [1.41],1. [1.41],1. [1.41],1. [1.41],1. [1.41]",Top,Top,,lead
IFSC Climbing World Championships - Innsbruck (AUT) 2018,6  - 16 September 2018,Jain,KIM,KOR,,3,,"2. [1.94],2. [1.94],2. [1.94],2. [1.94],2. [1.94],2. [1.94],2. [1.94],2. [1.94]",,Top,34+,,lead
IFSC Climbing World Championships - Innsbruck (AUT) 2018,6  - 16 September 2018,Mei,KOTAKE,JPN,,4,,"6. [9.22],6. [9.22],6. [9.22],6. [9.22],6. [9.22],6. [9.22],6. [9.22],6. [9.22]",,44+,33+,,lead
IFSC Climbing World Championships - Innsbruck (AUT) 2018,6  - 16 September 2018,Ashima,SHIRAISHI,USA,,5,,,"3. [2.83],3. [2.83],3. [2.83],3. [2.83],3. [2.83],3. [2.83],3. [2.83],3. [2.83]",45+,32,,lead
IFSC Climbing World Championships - Innsbruck (AUT) 2018,6  - 16 September 2018,Anak,VERHOEVEN,BEL,,6,,,"2. [2.00],2. [2.00],2. [2.00],2. [2.00],2. [2.00],2. [2.00],2. [2.00],2. [2.00]",Top,31+,,lead
IFSC Climbing World Championships - Innsbruck (AUT) 2018,6  - 16 September 2018,Mia,KRAMPL,SLO,,7,,,"9. [9.49],9. [9.49],9. [9.49],9. [9.49],9. [9.49],9. [9.49],9. [9.49],9. [9.49]",45,31+,,lead
IFSC Climbing World Championships - Innsbruck (AUT) 2018,6  - 16 September 2018,Akiyo,NOGUCHI,JPN,,8,,"3. [2.74],3. [2.74],3. [2.74],3. [2.74],3. [2.74],3. [2.74],3. [2.74],3. [2.74]",,44+,31+,,lead
IFSC Climbing World Championships - Innsbruck (AUT) 2018,6  - 16 September 2018,Hannah,SCHUBERT,AUT,,8,,,"4. [3.46],4. [3.46],4. [3.46],4. [3.46],4. [3.46],4. [3.46],4. [3.46],4. [3.46]",44+,31+,,lead
IFSC Climbing World Championships - Innsbruck (AUT) 2018,6  - 16 September 2018,Laura,ROGORA,ITA,,10,,,"7. [8.66],7. [8.66],7. [8.66],7. [8.66],7. [8.66],7. [8.66],7. [8.66],7. [8.66]",44+,24+,,lead
IFSC Climbing World Championships - Innsbruck (AUT) 2018,6  - 16 September 2018,Christine,SCHRANZ,AUT,,11,,"4. [4.00],4. [4.00],4. [4.00],4. [4.00],4. [4.00],4. [4.00],4. [4.00],4. [4.00]",,43,,,lead
IFSC Climbing World Championships - Innsbruck (AUT) 2018,6  - 16 September 2018,Molly,THOMPSON-SMITH,GBR,,11,,,"5. [5.48],5. [5.48],5. [5.48],5. [5.48],5. [5.48],5. [5.48],5. [5.48],5. [5.48]",43,,,lead
IFSC Climbing World Championships - Innsbruck (AUT) 2018,6  - 16 September 2018,Petra,KLINGLER,SUI,,13,,"11. [11.66],11. [11.66],11. [11.66],11. [11.66],11. [11.66],11. [11.66],11. [11.66],11. [11.66]",,42.5+,,,lead
IFSC Climbing World Championships - Innsbruck (AUT) 2018,6  - 16 September 2018,Hélène,JANICOT,FRA,,14,,"10. [11.40],10. [11.40],10. [11.40],10. [11.40],10. [11.40],10. [11.40],10. [11.40],10. [11.40]",,42.5,,,lead
IFSC Climbing World Championships - Innsbruck (AUT) 2018,6  - 16 September 2018,Anne-Sophie,KOLLER,SUI,,15,,,"10. [9.87],10. [9.87],10. [9.87],10. [9.87],10. [9.87],10. [9.87],10. [9.87],10. [9.87]",42+,,,lead
IFSC Climbing World Championships - Innsbruck (AUT) 2018,6  - 16 September 2018,Miho,NONAKA,JPN,,16,,,"6. [8.31],6. [8.31],6. [8.31],6. [8.31],6. [8.31],6. [8.31],6. [8.31],6. [8.31]",40+,,,lead
IFSC Climbing World Championships - Innsbruck (AUT) 2018,6  - 16 September 2018,Katherine,CHOONG,SUI,,17,,,"7. [8.66],7. [8.66],7. [8.66],7. [8.66],7. [8.66],7. [8.66],7. [8.66],7. [8.66]",39+,,,lead
IFSC Climbing World Championships - Innsbruck (AUT) 2018,6  - 16 September 2018,Sol,SA,KOR,,17,,"7. [10.10],7. [10.10],7. [10.10],7. [10.10],7. [10.10],7. [10.10],7. [10.10],7. [10.10]",,39+,,,lead
IFSC Climbing World Championships - Innsbruck (AUT) 2018,6  - 16 September 2018,Manon,HILY,FRA,,17,,"11. [11.66],11. [11.66],11. [11.66],11. [11.66],11. [11.66],11. [11.66],11. [11.66],11. [11.66]",,39+,,,lead
IFSC Climbing World Championships - Innsbruck (AUT) 2018,6  - 16 September 2018,Ekaterina,KIPRIIANOVA,RUS,,17,,,"11. [12.04],11. [12.04],11. [12.04],11. [12.04],11. [12.04],11. [12.04],11. [12.04],11. [12.04]",39+,,,lead
IFSC Climbing World Championships - Innsbruck (AUT) 2018,6  - 16 September 2018,Margo,HAYES,USA,,21,,"13. [12.85],13. [12.85],13. [12.85],13. [12.85],13. [12.85],13. [12.85],13. [12.85],13. [12.85]",,38+,,,lead
IFSC Climbing World Championships - Innsbruck (AUT) 2018,6  - 16 September 2018,Lucka,RAKOVEC,SLO,,22,,"5. [7.75],5. [7.75],5. [7.75],5. [7.75],5. [7.75],5. [7.75],5. [7.75],5. [7.75]",,38,,,lead
IFSC Climbing World Championships - Innsbruck (AUT) 2018,6  - 16 September 2018,Sandra,LETTNER,AUT,,22,,"8. [11.12],8. [11.12],8. [11.12],8. [11.12],8. [11.12],8. [11.12],8. [11.12],8. [11.12]",,38,,,lead
IFSC Climbing World Championships - Innsbruck (AUT) 2018,6  - 16 September 2018,Ievgeniia,KAZBEKOVA,UKR,,24,,,"12. [12.91],12. [12.91],12. [12.91],12. [12.91],12. [12.91],12. [12.91],12. [12.91],12. [12.91]",36+,,,lead
IFSC Climbing World Championships - Innsbruck (AUT) 2018,6  - 16 September 2018,Heloïse,DOUMONT,BEL,,25,,"8. [11.12],8. [11.12],8. [11.12],8. [11.12],8. [11.12],8. [11.12],8. [11.12],8. [11.12]",,35+,,,lead
IFSC Climbing World Championships - Innsbruck (AUT) 2018,6  - 16 September 2018,Anna,ZAIKINA,RUS,,26,,,"13. [13.04],13. [13.04],13. [13.04],13. [13.04],13. [13.04],13. [13.04],13. [13.04],13. [13.04]",26+,,,lead
IFSC Climbing World Championships - Innsbruck (AUT) 2018,6  - 16 September 2018,Katja,KADIC,SLO,,27,,"14. [13.67],14. [13.67],14. [13.67],14. [13.67],14. [13.67],14. [13.67],14. [13.67],14. [13.67]",,,,,lead
IFSC Climbing World Championships - Innsbruck (AUT) 2018,6  - 16 September 2018,Vita,LUKAN,SLO,,27,,,"14. [13.36],14. [13.36],14. [13.36],14. [13.36],14. [13.36],14. [13.36],14. [13.36],14. [13.36]",,,,lead
IFSC Climbing World Championships - Innsbruck (AUT) 2018,6  - 16 September 2018,Michelle,HULLIGER,SUI,,29,,,"15. [15.17],15. [15.17],15. [15.17],15. [15.17],15. [15.17],15. [15.17],15. [15.17],15. [15.17]",,,,lead
IFSC Climbing World Championships - Innsbruck (AUT) 2018,6  - 16 September 2018,Tjasa,KALAN,SLO,,29,,"15. [13.96],15. [13.96],15. [13.96],15. [13.96],15. [13.96],15. [13.96],15. [13.96],15. [13.96]",,,,,lead
IFSC Climbing World Championships - Innsbruck (AUT) 2018,6  - 16 September 2018,Kyra,CONDIE,USA,,31,,"16. [14.28],16. [14.28],16. [14.28],16. [14.28],16. [14.28],16. [14.28],16. [14.28],16. [14.28]",,,,,lead
IFSC Climbing World Championships - Innsbruck (AUT) 2018,6  - 16 September 2018,Iuliia,PANTELEEVA,RUS,,31,,,"16. [15.47],16. [15.47],16. [15.47],16. [15.47],16. [15.47],16. [15.47],16. [15.47],16. [15.47]",,,,lead
IFSC Climbing World Championships - Innsbruck (AUT) 2018,6  - 16 September 2018,Brooke,RABOUTOU,USA,,31,,,"16. [15.47],16. [15.47],16. [15.47],16. [15.47],16. [15.47],16. [15.47],16. [15.47],16. [15.47]",,,,lead
IFSC Climbing World Championships - Innsbruck (AUT) 2018,6  - 16 September 2018,Urska,REPUSIC,SLO,,34,,"17. [15.97],17. [15.97],17. [15.97],17. [15.97],17. [15.97],17. [15.97],17. [15.97],17. [15.97]",,,,,lead
IFSC Climbing World Championships - Innsbruck (AUT) 2018,6  - 16 September 2018,Oceania,MACKENZIE,AUS,,35,,"18. [16.75],18. [16.75],18. [16.75],18. [16.75],18. [16.75],18. [16.75],18. [16.75],18. [16.75]",,,,,lead
IFSC Climbing World Championships - Innsbruck (AUT) 2018,6  - 16 September 2018,Vanda,MICHALKOVA,SVK,,35,,,"18. [16.16],18. [16.16],18. [16.16],18. [16.16],18. [16.16],18. [16.16],18. [16.16],18. [16.16]",,,,lead
IFSC Climbing World Championships - Innsbruck (AUT) 2018,6  - 16 September 2018,Katharina,POSCH,AUT,,35,,"18. [16.75],18. [16.75],18. [16.75],18. [16.75],18. [16.75],18. [16.75],18. [16.75],18. [16.75]",,,,,lead
IFSC Climbing World Championships - Innsbruck (AUT) 2018,6  - 16 September 2018,Stasa,GEJO,SRB,,38,,,"19. [18.56],19. [18.56],19. [18.56],19. [18.56],19. [18.56],19. [18.56],19. [18.56],19. [18.56]",,,,lead
IFSC Climbing World Championships - Innsbruck (AUT) 2018,6  - 16 September 2018,Claire,BUHRFEIND,USA,,39,,,"20. [21.35],20. [21.35],20. [21.35],20. [21.35],20. [21.35],20. [21.35],20. [21.35],20. [21.35]",,,,lead
IFSC Climbing World Championships - Innsbruck (AUT) 2018,6  - 16 September 2018,Asja,GOLLO,ITA,,39,,"20. [18.89],20. [18.89],20. [18.89],20. [18.89],20. [18.89],20. [18.89],20. [18.89],20. [18.89]",,,,,lead
IFSC Climbing World Championships - Innsbruck (AUT) 2018,6  - 16 September 2018,Chloe,CAULIER,BEL,,41,,"21. [19.90],21. [19.90],21. [19.90],21. [19.90],21. [19.90],21. [19.90],21. [19.90],21. [19.90]",,,,,lead
IFSC Climbing World Championships - Innsbruck (AUT) 2018,6  - 16 September 2018,Delaney,MILLER,USA,,41,,,"21. [22.30],21. [22.30],21. [22.30],21. [22.30],21. [22.30],21. [22.30],21. [22.30],21. [22.30]",,,,lead
IFSC Climbing World Championships - Innsbruck (AUT) 2018,6  - 16 September 2018,Tina Johnsen,HAFSAAS,NOR,,43,,"22. [21.02],22. [21.02],22. [21.02],22. [21.02],22. [21.02],22. [21.02],22. [21.02],22. [21.02]",,,,,lead
IFSC Climbing World Championships - Innsbruck (AUT) 2018,6  - 16 September 2018,Eva Maria,HAMMELMÜLLER,AUT,,43,,,"22. [22.49],22. [22.49],22. [22.49],22. [22.49],22. [22.49],22. [22.49],22. [22.49],22. [22.49]",,,,lead
IFSC Climbing World Championships - Innsbruck (AUT) 2018,6  - 16 September 2018,Elena,KRASOVSKAYA,RUS,,43,,"22. [21.02],22. [21.02],22. [21.02],22. [21.02],22. [21.02],22. [21.02],22. [21.02],22. [21.02]",,,,,lead
IFSC Climbing World Championships - Innsbruck (AUT) 2018,6  - 16 September 2018,Ida,KUPS,POL,,43,,"22. [21.02],22. [21.02],22. [21.02],22. [21.02],22. [21.02],22. [21.02],22. [21.02],22. [21.02]",,,,,lead
IFSC Climbing World Championships - Innsbruck (AUT) 2018,6  - 16 September 2018,Mina,MARKOVIC,SLO,,43,,"22. [21.02],22. [21.02],22. [21.02],22. [21.02],22. [21.02],22. [21.02],22. [21.02],22. [21.02]",,,,,lead
IFSC Climbing World Championships - Innsbruck (AUT) 2018,6  - 16 September 2018,Iva,VEJMOLOVA,CZE,,48,,,"23. [23.16],23. [23.16],23. [23.16],23. [23.16],23. [23.16],23. [23.16],23. [23.16],23. [23.16]",,,,lead
IFSC Climbing World Championships - Innsbruck (AUT) 2018,6  - 16 September 2018,Alex,PUCCIO,USA,,49,,,"24. [24.29],24. [24.29],24. [24.29],24. [24.29],24. [24.29],24. [24.29],24. [24.29],24. [24.29]",,,,lead
IFSC Climbing World Championships - Innsbruck (AUT) 2018,6  - 16 September 2018,Laura,STÖCKLER,AUT,,50,,,"25. [24.69],25. [24.69],25. [24.69],25. [24.69],25. [24.69],25. [24.69],25. [24.69],25. [24.69]",,,,lead
IFSC Climbing World Championships - Innsbruck (AUT) 2018,6  - 16 September 2018,Andrea,KÜMIN,SUI,,51,,,"26. [24.82],26. [24.82],26. [24.82],26. [24.82],26. [24.82],26. [24.82],26. [24.82],26. [24.82]",,,,lead
IFSC Climbing World Championships - Innsbruck (AUT) 2018,6  - 16 September 2018,Alannah,YIP,CAN,,51,,"26. [21.11],26. [21.11],26. [21.11],26. [21.11],26. [21.11],26. [21.11],26. [21.11],26. [21.11]",,,,,lead
IFSC Climbing World Championships - Innsbruck (AUT) 2018,6  - 16 September 2018,Alejandra,CONTRERAS,CHI,,53,,,"27. [24.89],27. [24.89],27. [24.89],27. [24.89],27. [24.89],27. [24.89],27. [24.89],27. [24.89]",,,,lead
IFSC Climbing World Championships - Innsbruck (AUT) 2018,6  - 16 September 2018,Julia,FISER,AUT,,53,,"27. [24.87],27. [24.87],27. [24.87],27. [24.87],27. [24.87],27. [24.87],27. [24.87],27. [24.87]",,,,,lead
IFSC Climbing World Championships - Innsbruck (AUT) 2018,6  - 16 September 2018,Andrea,EBNER,ITA,,55,,"28. [25.75],28. [25.75],28. [25.75],28. [25.75],28. [25.75],28. [25.75],28. [25.75],28. [25.75]",,,,,lead
IFSC Climbing World Championships - Innsbruck (AUT) 2018,6  - 16 September 2018,Eliska,NOVOTNA,CZE,,55,,,"28. [27.50],28. [27.50],28. [27.50],28. [27.50],28. [27.50],28. [27.50],28. [27.50],28. [27.50]",,,,lead
IFSC Climbing World Championships - Innsbruck (AUT) 2018,6  - 16 September 2018,Eliska,ADAMOVSKA,CZE,,57,,,"29. [28.53],29. [28.53],29. [28.53],29. [28.53],29. [28.53],29. [28.53],29. [28.53],29. [28.53]",,,,lead
